,bf_id,full_date,title,state_code,state,latitude,longitude,geohash_5,geohash_6,geohash_7,geohash,date,year,month,day,season,temperature_mid,dew_point,cloud_cover,moon_phase,precip_type,classification,observed,solar_kp_index,solar_ap_index
82,1202,1999-04-20,Report 1202: Series of accounts under investigation by the curators regarding reports of a large creature.,WV,West Virginia,39.54114,-80.11329,dpp0b,dpp0by,dpp0byp,dpp0byprc4,1999-04-20,1999,4,20,Spring,48.0,39.0,0.78,0.17,rain,Class A,"My older brother and his son decided to try and get a picture of this creature.  They took their 4 wheeler back to the second field that is just behind the one it has been seen in.  The waited for it to walk in.  After some time of sitting they started to smell a horrible stench. My brother stood up to look in the woods behind them and he saw the creature squatting down behind a tree.  My brother then moved to get a better look at it when it stood up and left.  He then went to look for it and saw it foot imprint on some leaves on the ground, he said they weren't very good but he could see that its foot prints where about 5 feet apart. My older brother, his wife and 6 year old son were riding on their 4 wheeler back in old 93 hollow.  It was between 7:00pm - 8:00pm when they saw what they thought to be a black bear walking on its hind legs.  They stopped the 4 wheeler and turned off the engine to watch it. When they did this the creature also stopped and was watching them.  My brother and His wife saw the creature and they looked at each other over a distance of around 200 feet for about 2 minutes.  My sister-in-law described it to me this way.  When it turned to face us, I could see through its legs.  Its legs were not touching together.  Its arms hung down its side just above its knees, and its shoulder and mid drift were real broad.  It had fur from head to toe. Two minutes later the creature took off into a stride across the field with its arms swinging at its side and a slight bend to its form.   At the end of the field it turned and went into the woods.  At that distance they could see it as it walked through the woods.  They figured it to be about 8 - 9 feet tall.  They said it could not have been a bear walking on its hind legs covering the distance it covered in the short time it covered it.   They watched it enter into the woods and then went home.  When they got home their son, scared from what he had just seen, started crying.  He swore to his mom he was never going to ride his bike or motor bike in that hollow ever again. The next day my brother took my younger brother and my uncle back in the hollow with him to see if they could find any tracks this creature had made.  They searched but did not find any, it was over grass and it rained most of the night.  So my older brother gave up and went home leaving my younger brother and my uncle in the hollow.  Shortly after my younger brother and uncle saw the creature.  They were in the same location as my other brother was the night before.  They watched it come out of the wooded area about 400 yards below them and cross the road.  It went down the a hill into a valley where they couldn't see it.  Then suddenly it came up on the other side of the hill and walked along side the edge of the field and entered the wooded area where it did (or another) the night before.  My brother got to see it through his binocular and said it looked like a pro basket ball player but much more muscular with fur from head to toe.  He said all he could see was its back side and it wasn't anything he had ever seen before.  My brother also said he yelled at it but it didn't faze the creature at all. Two days later, in the morning my older brother and his wife went to the same area to go mushroom hunting.  They were in the power lines when they heard a loud knocking on one side in the woods, like someone hitting something on a tree.  Across on the other side, where one old dilapidated house was, they heard something screaming.  My brother described it as a high pitch hunting dog scream.  They said this went on continuously.  My brother started to walk down toward the house to see what it was.  The closer he got the more it spooked him, so he went back and got on his 4 wheeler leaving his wife on top of the power lines.  His wife said when he started up his 4 wheeler and headed down the road toward the house the knocking got louder and the screaming got louder and more intense.  She said the one that was in the woods knocking started crashing through the woods in the direction that she was in, then stopped when it heard the 4 wheeler turning back.  My brother, who turned around because the screaming was so loud he heard it over his loud 4 wheeler, then got his wife and left the area shaken up a little.  They didn't think the creature would be there in the morning, they thought they slept during the day or something. They and other people have gone back to the same area in the two days since the last encounter and nothing was found or heard.",3.667,22
83,1205,1998-01-28,Report 1205: Witness sees a large creature crossing the road,WV,West Virginia,38.87813,-79.3434,dnzt4,dnzt4m,dnzt4mx,dnzt4mxcsb,1998-01-28,1998,1,28,Winter,32.0,32.0,1.0,0.01,rain,Class A,"I was traveling early one morning in January, in snowy conditions, when I spotted a large, upright, dark-colored creature just off Rt.55. Very tall, fuzzy looking, with primate features, similar to an ape.",0.0,0
84,1206,1997-09-23,"Report 1206: Dolly Sods; Tracks seen, loud screams and strange odor detected.",WV,West Virginia,38.95242,-79.42547,dnzt8,dnzt8e,dnzt8eh,dnzt8eh4k3,1997-09-23,1997,9,23,Fall,50.0,50.0,0.96,0.75,rain,Class A,"Large tracks spotted, too large to be human, estimated size: 20 in. foot size- occurred september 23 , 1997 at 10:30 am- that night we heard loud, piercing screams in the forest and a strange odor- like a cross between a skunk and sweat- I activated my personal alarm, which apparently frightened the creature away-the next morning, we observed more tracks near our campsite- and some broken branches- needless to say I was a little frightened..",1.0,4
85,1224,2000-07-15,Report 1224: Possible movement and footsteps heard by women waiting in stranded vehicle,OR,Oregon,44.96651,-123.7718,9pzzz,9pzzz9,9pzzz9b,9pzzz9bhuj,2000-07-15,2000,7,15,Summer,46.0,44.0,0.0,0.48,rain,Class B,"While sitting in the Blazer (with 3 other females ranging in age from 13-34 all of which were sleeping) that was broken down waiting for help to return I noticed on the east side that there seemed to be something peeking out from a tree aprox. 20' into the woods. I was thinking that it could have been a trick of lighting and the wind moving some branches as the only time I seemed to be seeing movement was when I was looking straight ahead to the north the direction the Blazer was headed and this was out of the corner of my right eye to the east and every time I would move my head to the right it would stop. I played this game for a while, but decided that if I was really seeing something, that I was going to have to turn my head to the right. I dozed off for a while and when I awoke I was still looking off to the right (east) and there was something peeking around a tree that was closer more like 15' or so, so I just kept my eyes on the object and was able to make out!that it was tall, hairy, light coloring in the face except for the eye and mouth area. It didn't move but just like a shifting of feet once in a while. It didn't advance any more, but seemed intent on watching what was going on or in seeing just what it was that it was looking at. I couldn't smell anything as the wind was blowing to the east. I didn't awake anyone because I didn't want to scare them. I didn't feel threatened, but I wasn't going to go and check it out either. At 3:30 help arrived and so I concentrated on what needed to be done to get the broken-down rig off the hill.",3.0,15
86,1242,2000-07-14,"Report 1242: Day hiker sees large, hairy animal which seems to follow him",WY,Wyoming,44.48134,-109.5113,9xfjh,9xfjh1,9xfjh18,9xfjh1869f,2000-07-14,2000,7,14,Summer,82.0,31.0,0.0,0.44,rain,Class A,"I am an outdoor enthusiast who was visiting the Cody, Wyoming area this summer during the second week of July (July 14). While traveling the highway to Yellowstone National Park, about 30 or 40 miles west of Cody, I encountered heavy tourist traffic late in the day. I decided, rather than fight it, to pull off the highway for a while and go for a walk. I hiked up an unmarked path north of the highway through intermittent timber. I was traveling at a leisurely pace, exploring rocky outcrops and looking for Native American artifacts. About half a mile from the road (I could still hear traffic), I heard some rocks rolling down hill ahead of and above me. It was maybe 50 to 100 yards away. Mule dear and other game animals are plentiful in the area and I didn’t think much of it. I had bear spray with me as this is well known Grizzly country. Maybe another half an hour went past and I was taking a break, sitting on a rock ledge with a good view of the valley to the south. I heard underbrush breaking not far away on a steep, timber-covered slope that led down to a dry stream bed. I was able to distinguish the pattern of an animal walking through the trees. Again, I didn’t think much of it. I’m used to hearing game in the woods and don’t spook at stuff like that. I guessed that it was probably dear feeding along the slope (a little odd considering the time of day). Its behavior was highly inconsistent with bears, which don’t hang around when people show up. I started hiking again and almost immediately heard something move through the brush just below me in the same spot. This was a little strange I thought, like it was staying with me or something. I tried to see down the hill, but when I stopped I couldn’t hear it. It seemed to stop moving when I did and I couldn’t get a fix on its location. I began to get a somewhat uneasy feeling about things at this point. There is no good way to describe it other than something seemed to be intentionally staying with me. I started walking again and, shortly after (not having heard anything for a little while), I heard something run across the rocks not far up in front of me. It was up out of the drainage at this point. I was getting a little apprehensive by this time and decided to start back towards the road, which was maybe a mile away. I walked pretty quickly and for most of the way I heard nothing. But about a quarter mile or so from the highway and maybe 15 minutes since I turned back, I heard rocks and debris falling downslope again. It seemed awfully close and I instinctively whirled around thinking that I might see something, which I did. I will do my best to describe it, but, as I got only a short glimpse, I can’t be too sure of what it was. It was about 60 or 70 yards away on a rocky slope, immediately adjacent to the same heavily timbered slope I had been hiking along. As soon as I turned and looked at it, it jumped right away into the cover and completely out of sight. There is one thing I am absolutely certain of. Whatever it was, it was upright. I clearly could see two limbs off the ground that appeared more like arms than legs. They were definitely hanging down the side, and not down the front as one might expect of a four-legged animal standing on two legs. This doesn’t mean that it wasn’t a bear, but I’ve never heard of a bear acting like this thing was. That is if I’m right, and it was the same animal that I feel was following me all along. You hear about predatory bear behavior where they follow people though, so who knows. At any rate, the animal was brown with very long hair. I noticed that when it leapt into the woods, the hair swayed to one side from the sudden motion. It seemed longer than bear hair, and to notice this swaying effect at this distance I would guess that maybe the hair was a foot long or more. Also, for just that initial instant before its flight, I got a pretty good look at its face, which was long and somewhat flat. It was too far away to clearly make out individual features, but I have seen several bears at greater distances and it doesn’t strike me that that’s whatit was. I was not aware of this site at the time, nor of the occurrences detailed in it for this area. When I mentioned the incident to a friend, who had not heard of the site either, we did a net search on Bigfoot out of curiosity. I was a little astonished to see the main page indicating this region as potential Bigfoot country with recent sightings. I figured I might as well say something. I think all three of the other incidents had witnesses, and I didn’t. So I can’t point to another who can verify anything I saw or heard. It would have been nice just to see if someone else had seen something resembling what I think I saw. Trust me, it takes a little bit of time for it to register. You just don’t think right off, hey, there’s Bigfoot. I was probably almost at my vehicle before I even let that thought enter my mind. I can’t say for sure that what I saw is what I had been hearing in the woods throughout the hike. One tends to make thes!! e connections afterwards, but I really have no way of knowing. I will say, however, that I think it might have been. This is based more on a feeling than anything else. I realize that breaking branches and rock slides don’t exactly constitute scientific certainty. It really was like something was checking me out though.",3.0,15
87,1263,2001-01-16,Report 1263: Rooks Park Investigation,WA,Washington,46.03333,-117.9486,c2hju,c2hjuh,c2hjuh0,c2hjuh07w6,2001-01-16,2001,1,16,Winter,21.0,22.0,1.0,0.76,snow,Class B,"While walking along the Mill Creek Constitutional Path on 12/15/2000 witness Harley Michaelis observed large barefooted tracks along the trail.  Harley estimated the tracks to be 18-20 inches long and 9-10 inches wide, he also noticed a smaller set of tracks along with the other tracks.  Harley said the second set of tracks were about 10 inches long.  As he followed the tracks he came to a wooden bridge and lost the tracks there.  Harley did not report this sighting till 14 days later out of fear that he would be considered a nut.",1.0,4
88,1265,2001-01-04,"Report 1265: Sighting of 8-foot tall, upright creature",KY,Kentucky,38.53187,-82.7989,dnv55,dnv55y,dnv55ye,dnv55ye8mv,2001-01-04,2001,1,4,Winter,29.0,23.0,0.94,0.31,snow,Class A,well it was really dark outside and i could not make a good visual of the creature but it was unlike anything i have ever seen before in my life.  If was about 8ft tall and i would say about 450 pounds.  it was walking like a human kinda but not exactly.  It was very hairy looking and was making some weird grunting noises.  Then when it saw me i about **** my pants i was so scared i thought about running but i was too scared to run so i stayed and then it left i was so relieved. There is such a thing as bigfoot i took pictures of his foot prints in the mud and i think that they should send researchers out here to look for it i believe that you will find it actually i promise you will find it.,2.333,9
89,1271,2000-02-15,"Report 1271: Six foot tall or taller, black creature was observed leaping into the air and disappearing into the trees on a bike trail near the Des Moines River",IA,Iowa,41.62183,-93.63804,9zmkv,9zmkv1,9zmkv1n,9zmkv1nbex,2000-02-15,2000,2,15,Winter,38.0,28.0,0.47,0.36,snow,Class A,"I heard the deer coming toward me over to my left. I was going down the trail and the deer was coming in the opposite direction about a hundred feet over to my left. He kept looking over his right shoulder at something. I wondered what he was looking at and I lifted my head a little and that is when I saw the thing. At first I thought it was a human being. I mean it had a head, shoulders, arms and legs, chest. It saw me at a distance of about three hundred feet and when it saw me it kind of hunkered down. I have seen deer do the same sort of thing when they are preparing to take flight. After hunkering down, it made a 90 degree turn and leaped and bounded through the air. Both feet were off the ground. It made another 90 degree left turn and disappeared among the trees. I could see the blackness disappearing behind and among the trees as it left. The total viewing time was no more than 3 seconds. It left in a big hurry. It was tall, about 6 feet or a little taller, black, slim and quick. I mean it was quicker than a deer. Imagine an Olympic class sprinter cooking off a hundred yard dash. Multiply that quickness by a factor of 2 or 3. It was incredibly quick, quicker than a deer.",4.0,27
90,1274,1997-08-09,Report 1274: Bigfoot creature being seen & heard throughout night and footprint evidence found,IA,Iowa,42.50817,-96.40213,9ze3y,9ze3y6,9ze3y66,9ze3y66h59,1997-08-09,1997,8,9,Summer,68.0,63.0,0.46,0.2,rain,Class A,.,0.667,3
91,1275,1980-04-15,Report 1275: Bigfoot rips door off of home. Witness has to flee from home,FL,Florida,28.6901,-81.5446,djn50,djn50q,djn50qv,djn50qv5cn,1980-04-15,1980,4,15,Spring,64.0,48.0,0.12,0.03,rain,Class A,"A few years back I lived in plymouth florida.We lived in a wooded area, in front of the house there was an orange grove. Beside us was a swamp, around that was a wooded area. I use to walk through the woods with my rifle just to feel safe. There was an old couple that had a farm across from the woods. I got to know them pretty well . I would go there for coffee. The old man and his wife would tell me stories about this Bigfoot. The farmer said that  the bigfoot comes into his garden and take his crops. ""I said Oh really"", I did not beleave him, and that was that. Until one night I was home alone with my puppy dog.We were sitting on the pourch, and you couldn't see three feet in front of you. I heard this noise brakeing through the brush. I got so scared I ran into the house, grabed my rifle and stood behind the front door,I could hardly move. Then I heard whatever it was, go around the back of the house.It tryed to get into the door. I ran out the front door into the orange groves, I kept on running. My foot got caught on a root of a tree and I fell. I rolled into the swamp, and lost my rifel. I looked back and I saw bigfoot. I got up and ran to the road. There was a truck that stoped to help. I called my friends thay came over and the whole back door was riped off. The farmer said to me ......"" I told you so"".",4.667,39
92,1296,1997-09-28,Report 1296: A geologist witnesses a reddish-brown animal hanging from a low branch over the bridge on the opposite bank of the creek from him.,OK,Oklahoma,35.70166,-95.70208,9y7gn,9y7gn5,9y7gn5r,9y7gn5rc5z,1997-09-28,1997,9,28,Fall,62.0,57.0,0.15,0.91,rain,Class A,"I and one other person were in the area measuring and sampling rocks exposed near Cane Creek (we are geologists); throughout that morning, farmers had been hunting on their lands. As a result,we could hear sporadic gunfire all around us; after about thirty minutes to an hour, most of the gunfire had ceased. Some time later,as I worked, I heard a rustling sound   behind me. Believing it to be some kind of animal coming towards us, I turned my head to see behind me. Immediately, I observed something  hanging from a low branch over the bridge on the opposite bank of the creek from me. The first feature I noticed was the unusually long arms of the thing.  Secondly, I noticed that it was covered by reddish-brown long hair. The creature has hanging from the lower branch with its arms much like an orangutan does; in fact, the hair and the way it hanging from the tree made me think of it as an orangutan. Also, for some reason, I seem to remember that the arms had less hair than the rest of the body. The entity that I saw was about four to five feet long with about half of that being arm. The body was round and squat. I did not notice the legs or head of the thing. The window of observation was about ten to fifteen seconds although I cannot be positive.  Anyway, as soon as I noticed the thing, it dropped from the tree onto the ground.  However, the presence of the bridge prevented me from seeing it hit the ground, but I do believe I heard further rustling sounds although that was probably just imagination. Afterwards, I asked my companion if he saw or heard anything; although he indicated that he may have heard something, he said he did not see anything extraordinary.  That meant I was the only witness. We did not really search the area afterwards for traces or the creature itself. Since no other unusual sounds or sights occurred after this, we felt that nothing would probably be revealed. However, I did have a vague temporary feeling that this thing was advancing towards us.  Of course, considering the brief span of observation time, the distance (about 200 to 300 feet from me), and the lack of additional evidence, I still cannot be positive that what I saw was genuine.",4.0,27
93,1298,1997-07-07,Report 1298: Morning road crossing sighting near the town of Edmond.,OK,Oklahoma,35.74111,-97.479,9y6em,9y6emf,9y6emf3,9y6emf3zn9,1997-07-07,1997,7,7,Summer,79.0,68.0,0.45,0.09,rain,Class A,I saw a hairy medium build creature about six foot tall with long arms crossing a dirt road. At first it was walking then began a fast gate after seeing me coming in my truck. I have not searched for footprints and nothing was heard.After crossing road it disappeared into woods.,1.0,4
94,1305,1992-03-01,Report 1305: Creature observed running across the road.,OK,Oklahoma,34.9575,-98.31556,9y4nf,9y4nfg,9y4nfgb,9y4nfgbf1q,1992-03-01,1992,3,1,Spring,61.0,40.0,0.43,0.91,rain,Class A,"We were driving north about a mile or two from my moms house in the back roads of Stecker , driving about 40 miles an hour (we were taking my sister back home who lives about 8 miles away)when all of a sudden we saw what looked like a grayish looking football player streak across the road. It was very fast when it ran across the road. I know it wasnt no deer because whatever it was, it was on two legs,grayish, and was built like a football player. Meaning it was thick on top like it had shoulder pads on. I never seen an object like that ever. I cant exactly say what I saw but all I know is that I saw somthing weird. If it was a bigfoot, in my opinion from this happening of why they are so hard for people to prove is because they are so incredibelly fast. Maybe thats why their so hard to prove or get a hold of. All I know they are extremly fast. We didnt stop or nothing we were to scared so we just kept driving . We were in a little bity car, a 79 old Datsun, so I know I couldnt run over it or somthing. ",3.0,15
95,1311,1980-07-20,Report 1311: Daylight sighting by two moto-cross riders,KS,Kansas,39.1489,-96.9614,9ygn9,9ygn9w,9ygn9wf,9ygn9wffge,1980-07-20,1980,7,20,Summer,86.0,63.0,0.68,0.26,rain,Class A,"Letter: I know this may sound ridiculous, but I believe I saw “something” in Kansas! This happened several years ago but I remember it very well. While I was still living at home, my parents and I went camping nearly every summer weekend at Milford Lake in North Central Kansas. I rode moto-cross then and there is an area of the lake specially set aside for off-road, vehicle recreation. It was near the School Creek recreation area on the south-west side of the lake. It also had some of the best fishing in the area so it kept my father satisfied. It was during July or August of 1980 when a good friend “Kenny” and I were riding our motorcycles on a public dirt road that paralleled the shore of the lake. The road was outside the off-road area and neither of us had drivers licenses at the time. But boys will be boys and it wasn’t unusual for us to venture out onto the public roads. We weren’t really riding very fast - just kinda of tooling along. The lake was on the left side of the road with the shore about 100 yards away. There was fairly dense brush from the shore of the lake all the way up to the road. On the right side of the road was a hayfield with the large, round, bales of hay still in the field. Kenny and I were riding side by side when we topped the crest of a large hill and both of us stopped “dead” in our tracks. At the bottom of the hill, next to a large tree, was someone or “something” just standing there looking up at us!! We were about 75 yards away and “it” was between us and the setting sun. Both of us turned and looked at each other wide-eyed. We exchanged a “What the hell is that” and when we turned back around it was gone. I don’t know if it went back into the trees or into the field with the large hay bales. I immediately got that major chill that runs down your spine and we were both a little scared to say the least. We hesitated for a few moments and then road like hell down to the bottom of the hill and back toward our camp. I wish I would have had the sense to stop and look for tracks or something but we were just too damn scared. We jumped off our bikes when we got back to camp and told anyone who would listen. Of course, were immediately chastised for the crazy story we had dreamed up. No one believed us and thought it was just two kids trying to stir up a little excitement. Even at a younger age I wasn’t prone to wild stories so my parents were a little perplexed at my strange behavior. Later that night Kenny and I spoke before we went to bed about what we saw. We both agreed that if we had been by ourselves we would have dismissed it as our imaginations. We also agreed on the appearance of what we saw. It had a very large, broad, body, no neck, large head, (larger that a human head for the size of the body) and was very dark in appearance. Needless to say, neither of us got much sleep that night. About two weeks later we both got up enough nerve to go back to the same spot. We looked around for footprints but it had rained - if there were any before they had been washed away. Then we decided to see if we could estimate the size of the creature by having one of us go to the bottom of the hill and stand by the tree and the other stay up at the top. I got the honor of being the one to go down the hill first. Needless to say, I was a little nervous. When it was my turn at the top of the hill, I was stunned. I distinctly remembered the top of the creatures head being about even to a lower branch on the tree. When Kenny stood by the branch it was a full two and a half feet above his head!! Kenny was about 5’7” at that time, so I estimated what we saw was a little over seven feet tall. I was convinced, it could not have been human. We left and went back to camp. Neither of us spoke to anyone else about it but both of us were convinced we had seen a “bigfoot”. I last saw Kenny about four years ago. We talked about old times and eventually the conversation turned to our encounter with our “beastie”. I don’t really know if what we saw was really a bigfoot but we both still agreed it was something we would never forget. H. S.",1.667,6
96,1313,1987-11-15,Report 1313:  creature walked directly towards witness.,LA,Louisiana,32.7817,-93.9467,9vv4q,9vv4qp,9vv4qpw,9vv4qpwp5p,1987-11-15,1987,11,15,Fall,67.0,63.0,0.98,0.81,rain,Class A,I had stopped my boat along Black Bayou to go look at pond that usually contained ducks on the other side of the levee. As I was approaching the Levee I caught a glimpse of something to my left it was about 200 yards away. I stopped behind a tree and peeked out to have a good look. On the edge of the levee was a creature that appeared to be about 6ft tall. It had shaggy dark brown hair and was walking upright. The creature was walking directly towards me. I was still watching the creature when it was about a 100 yards away. I wasnt scared at all because My shotgun was fully loaded. The Creature stopped about 100 yards away and looked directly in the direction that I was hiding. From the way it acted I think he smelled me or something because I didnt make a sound or move. The thing paused for about 3 or 4 seconds then bolted directly over the levee headed for the big woods. I immediately ran to the top of the levee to get another look at the thing. When I got to the top of the levee the thing was entering the edge of the woods which was about 200 yards away. This thing covered 200 yards to my 50 yards and I was at a dead run. I was trying to sneek up on this pond that was on the other side of the levee and possibly kill some ducks when I seen this thing walking the edge of the woods along the bottom of the levee,3.333,18
97,1314,1998-10-15,"Report 1314: Large, dark figure seen standing down by the mailbox.",KS,Kansas,38.6234,-94.6837,9yuet,9yuetr,9yuetrj,9yuetrjmtg,1998-10-15,1998,10,15,Fall,70.0,60.0,0.05,0.85,rain,Class A,"It was in the Fall of 1991 and my sister Patty and I were watching Saturday Night Live.  I've always believed in the evidence of the Fouke Monster and have seen ""The Legend of Boggey Creek"" several times through my life.  I am the LAST person who would want to see a real-life Bigfoot.  Anyway, we were watching television and our dog Sandy began to bark a whole bunch.  There weren't many cars that went down our road that late in the evening (around 1 a.m.) and both Patty and I began to wonder what was going on.  We opened the door and both saw a large and dark figure standing down by the mailbox (around 1/4 of a mile from the house) and we both kind of freaked.  It was humped over and I began to instantly think of Boggey Creek and Travis Crabtree's story.  We went to our parents' room and woke them to see if they had a flashlight.  When we finally did find one ""it"" was gone.  I didn't sleep very well for a few night in fear that whatever that thing was would come back.  Fortunately we didn't hear or see anymore.  I did check out the road that night but never thought to look for footprints the next day;  probably from fear of what I would find!!!!",0.0,0
98,1315,2001-01-18,Report 1315: Couple reported being stalked while walking along a dark country road.,KS,Kansas,39.1463,-96.8223,9ygns,9ygnsy,9ygnsy2,9ygnsy25sz,2001-01-18,2001,1,18,Unknown,25.0,22.0,0.48,0.82,snow,Class A,"A women and her boy friend were on a walk on the Junction City side of Fort Riley. They were in a rural area about 10:00 p.m. on a brightly moonlit night. She describes how something followed them for about a half mile, but oddly, they did not panic. They could hear something moving in the brush. She never saw the creature, but her companion saw a creature on two feet from about 20 feet away as it came out of the tree line. It was very tall, as he told her five years later. He didn't want to tell her at the time as he didn't want to spook her.",0.0,0
99,1327,1998-05-24,Report 1327: A woman and her daughter report being followed by a large animal as they walked along a dark country lane near their home,KS,Kansas,37.7715,-97.424,9ydwz,9ydwzh,9ydwzh4,9ydwzh44bm,1998-05-24,1998,5,24,Unknown,72.0,57.0,0.42,0.96,rain,Class B,"Letter from Kayleen Stoughton. About 12 years ago my daughter and I had an experience out here in the country that I'm sure I will never forget. It happened one evening about midsummer, of what I think was 1984. My husband worked 2nd shift at Boeing, so my daughter and I were alone nearly every evening. It was our custom to walk up the little dirt road out in front of our house to go visit my Dad, at about sundown. We would stay about 30 min., and still make it home before dark. This one particular evening we stayed much longer than usual. When we left that night, it was nearly total darkness along the little road. From the hedgerow which runs alongside our road, we started hearing footsteps. With each footstep we heard the crushing of leaves and twigs being broken. We stopped several times to listen, but when we did the footsteps stopped. I had the distinct feeling that we were being tracked. It scared me so badly that when we got to our neighbor’s vacant lot we cut across it and headed toward our home which sets way back off the road in a bunch of trees. I was constantly looking behind and even in front of me in all directions for some type of movement. I saw nothing. When we got up to our home I was quite relieved, so we sat down in our swing in the front yard. We had only been there for a moment, when I heard the most hideous, frightening growl that I ever heard in my life. My daughter turned to me and said ""Momma did you hear that."" Before I could answer her, it had shifted position and was now coming from directly behind us. It was totally guttural. I had never heard anything like that out here before. I told my daughter that we were going to slowly get up off the swing and slowly walk to the front door of the house. For some reason, I do not understand why, we were allowed to do this. When we got inside, I immediately locked all the doors. I called the sheriff and asked if there were any reports of animals that had escaped from the zoo or a circus. He was skeptical of me and said no. For many years now I have wondered what the thing was.",3.0,15
100,1338,1973-01-01,Report 1338: Several incidents in the East Fork Community,MS,Mississippi,31.1603,-90.71574,9vx3r,9vx3r8,9vx3r8w,9vx3r8wcfh,1973-01-01,1973,1,1,Winter,44.0,38.0,0.95,0.91,rain,Class A,"Unfourtunately, I have no video or audio, only personnel observation. The first encounter did not involve a sighting. As a young boy, I was out on the front porch with my mother, father, uncle, and grandfather. At around 9:00 pm, we all heard a sound that was not unlike a shrill human scream. Untill that night, I did not know what it meant to have your hair stand on end. A somewhat large dog that we had outside barked, cried, and ran away in apparrent terror. The only thing we found the next day was a single partial footprint. The next encounter happened when my cousin and I were in the woods fishing at a pond on our grandfathers property. We first noted a very strong odor that we took to be a skunk. We then heard a sound like a scream, a few grunts, then nothing. Before the next encounter, there were some unusual incidents that deserve mentioning. First was the finding of dead livestock, mainly pigs. They almost always had been found with their liver and heart removed. I never saw this myself, only heard the stories. I did see on at least two ocassions all of the fruit eaten off of trees on the property. In both cases, all of the fruit was removed from the trees, and the pits on the ground around the tree. We laughed about the belly ache something would have from eating an entire tree of green pears. Later, as a teenager, I was alone in the woods. I had the distinct feeling I was being watched. I crossed a barbwire fence near the road, crossed the road and entered the woods there. When I returned to the road a short time later, 20-30 minutes, I saw that the fence I had earlier crossed, had been partially knocked down. Upon approaching the damaged fence, I noticed several ""large"" footprints. They appeared human in every respect except for their size. Even then, I wore a size 12D boot, the prints were at least two to three inches longer and maybe two inches wider than my boot. The tracks led first to the road, then back into the woods. Maybe a year later, a friend and I were in the woods. He was from New Orleans, LA, and knew nothing of the past encounters. While near a creek bottom, he suddenly froze and ask me what was watching us. I stood near him and saw what I first thought was a bear about 25 yards away. It was in a squating position. It then stood upright. It was, I'm sure, seven to eight feet tall. The creature was covered with very dark brown hair over it's entire body, with the exception of it's face. It stood upright like a man, not stooped like a bear. As we departed the area, we watched it follow us. The creature had a long stride and it's arms swung as it walked. It followed us to the edge of the wood line. The only sounds it made were whistling noises. My next and last encounter did not occur until I was in the army. A co-worker and I went to the old house to do some shooting. We arrived late that night. As we sat outside talking, we saw a large man shaped creature walk accross the road about 125 yards away. It walked into the woods and disappeared. It did not seem to notice us.",4.0,27
101,1344,1978-08-06,Report 1344: while playing tag with several other children witness saw a white hairy creature.,MS,Mississippi,33.50025,-88.40335,djcns,djcns6,djcns6d,djcns6d9he,1978-08-06,1978,8,6,Unknown,78.0,68.0,0.6,0.08,rain,Class A,"Subject: White Bigfoot I just read the Louisiana encounter on your site and thought it great that someone else had seen a white bigfoot. I have not told anyone outside of friends about my experience, although there were plenty of others around at the time. This encounter happened, Ohhh bout 30 years ago in Columbus, MS. I and several of the neighborhood kids were out playing in my front yard. I was the oldest, so the rest of the dozen or so kids were 4th grade and earlier in school. All of us were playing ""Tag"" and to make things level-out for the younger kids, we all were turning round and round to get dizzy so the youngers could have a fighting chance of  catching us. All of a sudden, my youngest brother ran through the group yelling ""Booger-Bear!!"" He looked TOTALLY scared to death. I thought he was joking, but then my next brother did the same while pointing toward the unoccupied side of out duplex apartment house. Soon, I looked around to find that I was the only one left in my front yard, the rest of the kids had run to where the parents where outside chatting next door. All of them were holding onto his/her parent(s). Well, I looked down the street and saw nothing unusual. Looked again, both ways, same result. As I was turning back toward them, my eye caught a movement beside my duplex. Something was standing at the corner, hugging it as though to peek around a corner. It appeared to be slightly hunched over and yet the top of it's head was at the top of the window. The top of that window was at about the 7ft plus level. Could have been higher. One day I might get a chance to measure it cause the house is still there today, although the neighborhood is not where I would care to be at anytime nowdays. Anyway, I stood there looking, trying to figure out what this white hairy thing was. Earlier in the year, maybe a couple of months (been a long time ago), there was a report of a white gorilla that had escaped from a circus. Thing is, kids know when a circus is around in those days, and I had never heard of one being anywhere near. It was just standing there, slightly moving kind of side to side. Since it was at dusk, and I couldn't really tell what this was that I was looking at, I slowly backed over to the grown-ups area. Eventually, the thing was hidden from my view by the house. I eventually worked up enough courage to make a wide arc toward where I saw it to see if it was still there. Nope, it was gone. I had a terrible time sleeping that night. Didn't want to be anywhere near a window even though we had no AC and it was warm weather. Next morning, I went to the area just to see if I could find anything. Nothing. I was never late for supper again. Never stayed out after dark. etc...The experience is real, though I have questioned my brothers about it and they remember nothing. Perhaps it was the grownups playing a joke?  They of course deny any knowledge. This is my only ""bigfoot"" story, though I have a couple of others that may spark some interest, one of which defies any rational explanation.",2.667,12
