bf_id,full_date,title,state_code,state,latitude,longitude,geohash_5,geohash_6,geohash_7,geohash,date,year,month,day,season,classification,observed,solar_kp_index,solar_ap_index
2426,1980-11-05,Report 2426: Early morning sighting by truck driver on I-68. Local police make report,KY,Kentucky,38.63454,-83.80266,dnu7v,dnu7v1,dnu7v10,dnu7v10y82,1980-11-05,1980,11,5,Winter,Class A,"Subject: Tall, white haired ""ape-like"" creature Date: November 5, 1980 @ 4:00 or 5:00 AM Witness: N. C. Location: Mason County, Kentucky - west of Maysville on U.S. 68 Investigators: Doug McGill (WFTM radio) and Dave Jones (Maysville police detective) Case Data: This incident is on file with the Maysville, Kentucky police department. We consider it to be valid. We cannot comment any conclusions because no researcher interviewed the witness. Mr. N.C., an Alabama truck driver was hauling steel west on U.S. Route 68 when he saw a figure on the opposite side of the highway. He slowed his vehicle and turned on his high beams thinking that it was a hitch hiker. When he approached the figure, he was shocked to see a 6-7 foot tall ""ape-like"" creature with white hair. After his encounter, he contacted some locals on C.B. channel 22 to see if there was a zoo or circus in the area. He thought that possibly an ape had escaped. When police were called to investigate, they took N.C.'s statement and filed a report. He stated to police that he had never been to this area before and knew nothing about alleged Bigfoot reports. (N.C.)had heard about previous reports from other C.B'ers. The police believe that Clay was serious on what he reported.",1.667,6
2428,1973-08-01,Report 2428: Witness has sighting next to his home in Madison Co,KY,Kentucky,37.57039,-84.28714,dnsj9,dnsj9z,dnsj9zr,dnsj9zrzrk,1973-08-01,1973,8,1,Summer,Class A,"It was about 1972 or '73 in Berea, KY.and I must have been 15 or so. My brother, a friend of mine, and I were sleeping out in our ""tent"" made of plastic tossed over one of those umbrella type clothes lines. The plan was to sneak out later to walk up town to meet with our girlfriends. It was probably about 2 a.m. when I came out of the tent.  Our house was built into a hillside and over looked the college owned cornfield and out across the county which at that time was not very developed. I was standing with my back to the field looking up the hill at the stars while waiting for the others to get up. I got impatient and had turned around toward the tent to tell them to hurry when I saw what I first thought was my neighbor standing at the corner of the house next to the pine tree that grew there. Problem was this thing looked to be about 7 or 8 feet tall, as it's head was into the branches. My mind was racing trying to grasp/rationalize what I was seeing. Why was my neighbor wearing white? How did he know we were out here tonight?  Why was he standing so still and how the hell did he get so tall?  We, meaning ""it"" and I, stared at each other for several seconds.  Then the thing turned and pushed off against the tree and bolted down over the bank and into the woods toward the corn field.  I was impressed with the speed, the lack of noise it made while running and the fact that the tree,which was pretty big,actually swayed when it pushed off from it.  About that time my friend came out of the tent and I told him about what I had just saw. I don't remember if he acted like he believed me or not. My brother was more inclined to believe my story because he and my sister had often heard what we called ""the cruncher"" while sleeping out on the screened in backporch (which is about 15 feet off the ground on the back of the house). You see,  back before we had air conditioning we three kids would sleep on the porch during the summer to get the cooler night air. We had a small mutt dog that would sleep with us. Many times we would be waked up the sound of our young imaginations sounded like an animal munching on animal bones. We were scared too death but would look over the edge trying to see what ever it was. We never did see anything because the woods were so thick and we were so far up. We knew we weren't crazy because the dog would sit there stock still and give one of those low throaty growls that would make a person freeze if you heard it in the dark. We tried a couple times to get the dog to go outside and (we were hoping) chase the thing.  We never saw a dog resist so hard. She acted like we were trying to shove her into a fire or something.  After that dog died we got another that reacted the very same way and was only about half as smart as the little mut dog. Anyway, my dad had flood lights installed which only succeeded in lighting up the wall of trees and vegetation. Back to the sighting,  I can't recall a lot of detail, I've often wanted to try being hypnotised to see if I could recall more. What I remember is the thing was covered with off white to tan colored hair with less on it's face and stomach area. I don't recall facial details at all which frustrates and frightens me at the same time. I also don't recall any smell which is not unusual.  I seem to have inherited my mothers' poor sense of smell. The arms were longer than a humans and the strength was demonstrated when it shoved the tree. This is the only experience in my life that I can not explain rationally. My brother and sister can verify ""the cruncher"". We also built a playhousein the back yard which we only slept in one time and that was on Halloween with several other kids! We once went into the corn field and picked so much corn that we had to leave it piled up in the thicket with the idea to get the rest the next day.  Problem was the next morning it was gone, every last ear. Way too much for a raccoon or even a family of racoons to have hauled off. I should add that this was what we called ""field corn"" which became rock hard when ripe and was used to feed cows and pigs. If you caught it at the right time it was pretty good to eat, otherwise it would crack your teeth. It finaly hit me a few years later that ""the crucher""  was probably eating the field corn and not munching on bones. After a while, the area started to get built up and we heard less and less of the noise. There was an article in the local paper about the time all this was happening about a family that lived further out, but not that far from us, that was some unusual stuff happening around their home. They were finding what they thought were big nests of leaves around their property and had caught glimpses of something on occasion passing their windows. I still have the article somewhere. It was in the local paper ""The Berea Citizen"".  I wanted to contact the family but never did, I was afraid of being called a nut (small town). I've only told a few people of this. It still raises the hair on the back of my neck to tell it and, as I just discovered, to write it down. Like I said this is the only event of my life that is unexplained.",3.0,15
2429,1986-07-01,Report 2429: High-pitched growling scream heard by witnesses.,KY,Kentucky,37.2731,-83.49205,dnssh,dnssh1,dnssh16,dnssh16gw1,1986-07-01,1986,7,1,Summer,Class B,"A friend and I were walking up the hill at approximately 2:00 am.No drugs or alcohol had been consumed by either of us.  We were walking on the road up the hill when we both heard a ""scream,"" for the lack of a better word.  It definitely was NOT human, but it sounded like no animal I had ever heard.  It was simultaneously high-pitched and growling; it was very strange.  It first seemed to originate from a pretty good distance away.  This is mountainous country, and we were near to the crest of the hill.  the sound seemed to come from the valley below.  When we first heard it, we both froze and looked at each other.  After the ""scream"" ended, we both asked, ""What the hell was that!!,"" and we started to move a little faster up the hill.  After 20-30 seconds, we heard the sound a second time, only now it lasted longer (about 6-7 seconds) and sounded MUCH closer.  At this point we ran up the hill and back to my friend's home as fast as we could.  My friend, who still lives  in the area, says that he has heard the sound on two other occasions since then, but I never heard anything like it again;  that is, until  I downloaded some possible Bigfoot sounds recorded in Ohio, and that is EXACTLY the sound we heard that night.  And a WAV file is as close to that sound as I care to get again.",2.0,7
2430,1977-07-01,"Report 2430:  Incident near a horse corral in the mountains of eastern Kentucky, 10 miles north of Hazard.",KY,Kentucky,37.37814,-83.25562,dnsu9,dnsu9k,dnsu9kr,dnsu9krp7q,1977-07-01,1977,7,1,Summer,Class A,"I was young about 12 or 13 and I had gone to spend a few weeks with my uncle and cousins, they lived in a secluded area. Only our family lived in this holler and the houses were fairly spread apart. Well my uncle worked night shift in a mine down the road so that left me and me cousins and aunt at home nights alone. It was a clear hot night about 11:30 PM my cousin  and his mom and me were the only ones up and we were watching TV Just about 30 ft from the back door there was a corral with my cousins pony in it. We were watching TV when all of a sudden the pony went absolutely crazy so bad we all jumped up to see what was going on. Just by the way it was carrying on we thought it was a bobcat in there with it (which isn't unusual to find around there). Me and my cousin both grabbed frog gigs and thought we would just go out and it would run off, feeling real confident we went out and when we rounded the porch and could see we both just about messed our pants. It wasn't a bobcat. It was big and it was on the other side of he corral headed away like it heard us and was leaving. I swear this to be a true statement. It stepped over a four rail fence as I would one of those things you put in a doorway to keep a child out. All I ever saw of it was it's back, it never looked around at us. It stepped over the fence and in a mere moment it crossed the dirt road and leaped across the creek and up the side of the hill. After it left the corral and the light wasn't so good it was by knowing the terrain and the sounds that it made moving, is how I know what it did.I had another cousin who lived around the bend in the direction it went who's dog disappeared that night. It was chained up and the chain was ripped out of the dog house so if what ever it was took the dog it took chain and all. No way that dog did it and a person wouldn't have had the brute strength to do that, it was a strong setup. Remember I was 12 or 13 and we didn't know much about bigfoot or such. But I promise you that thing was 7 to 9 ft tall and as wide as 2 men standing shoulder to shoulder. No sound as heard as far as a scream and no smell was noticed but we sure saw something and it wasn't a bear, my family was and is raised in the woods and we are all good woodsmen even at that age we had spent all our lives hunting, fishing and exploring those hills and this was something very unique.I thought about someone playing a trick on us but everyone knew that if you did something like that you could easily be shot and I have no doubt that it was a real animal. I didn't sleep at all that night and I wasn't really afraid ( I was but I was more curious) it left a feeling that night that I can't explain. We looked for foot prints or anything the next morning but all we found was where it jumped the creek and dug in to the hillside going up it. Not much more than a big slide of dirt. No one ever said they saw it again and no noises heard. It was really dry and dusty that time of month. I won't really talk about this much because no body I tell other than my family believes it. But I wasn't alone when I saw it and I know what I saw.",2.0,7
2435,1994-10-15,Report 2435: Several people witness 7 to 8 foot tall creature on an old mining road,KY,Kentucky,37.26532,-82.69576,dnt5y,dnt5yp,dnt5ypy,dnt5ypyy1p,1994-10-15,1994,10,15,Fall,Class A,"We were racoon hunting we had turned our dogs out and let them get a head start on us...we gave them a half-hour or so to let them get far enough ahead of us..we then got in the truck and started out the road, you can only drive about 10 miles in a truck untill the road becomes too narrow to pass, we got to where we had to turn the truck. (there were 8 of us in the truck 3 in the cab and 5 in the bed)  We called the dogs but got no response, so we waited...about 30 to 45 mins later the dogs came running back to the truck with their tails tucked between their legs like sometings had scared them to death. Now we didn't think anything about this, passing it off as a bobcat that had spooked the dogs..we loaded the dogs into the truck and started back out of the mountain.  We had only made it about 100 to 200 feet when the driver of the truck slammed on the brakes ( we weren't going fast ) I was in the back of the truck not knowing what was going on..I looked into the back glass and saw the 3 in the front of the truck pointing up ahead of us so we ( the people in the back ) stood up and looked, what we saw was huge, standing about 7 1/2 to 8 feet tall, the color was hard to tell with the shadows but I would say it was either black or dark brown.  After about ten seconds the driver put the truck in reverse and backed up 50 feet or so..we all got out of truck and asked one another if we had all saw it..we all did, but we werent sure what we had saw, some said a bear, some said 'bigfoot'.  after about 10 mins. of talking about it we got back into the truck and drove back to where it had stood.  We got out of the truck and walked up to where we had saw it. There was a hole of water in each side of the road but in the center was mud and in the mud was a very large footprint, not a bear track, it looked like a huge human footprint about 15 to 16 inches long. it had a very large big toe and only three small toes.  We looked in awe at this track until we heard sticks breaking, this scared us..so we jumped in the truck and flew away...we stopped a few miles away..we had a flat tire, while changing the tire we all wanted to go back and see if we could see this thing again....So after we changed the tire we headed back...we stopped the truck right before the place we saw the footprint..we got out and looked and you could barely see it.. when we drove through it we had destroyed it..but this told us something..what we had saw had made the footprint, the print was fresh when we had saw it the first time..if it wasn't we would have destroyed it the very first time we went by the spot....We have went back a number of times trying to see this thing again with no luck...maybe someday.... By the way, Great web site... I would like to say that I would have never thought that I would see something like this, if it was a ""Bigfoot"" or not..I know that it wasn't a bear and it wasn't anything that modern science knows about... I would never have gave any thought to a story like this being true, but after seeing something first hand that I have no answer for I beleive that there",1.333,5
2450,1978-06-01,"Report 2450: While hiking with friends, eleven year old girl almost runs into 6' hairy creature",OH,Ohio,39.78594,-82.29162,dpj6r,dpj6r6,dpj6r6v,dpj6r6v1fk,1978-06-01,1978,6,1,Summer,Class A,"This took place in the summer of 1978 at a place called Clouse Lake in Perry County, Ohio. I was ten years old at the time, about to turn eleven. I was in the woods playing explorer with three other kids. All of a sudden, it got very quiet in the woods. We also got very quiet, but continued to walk through the woods. I was in front and we were walking single-file. We were following a deer trace. It went around a large tree in the distance. I started to smell something very malodorous. I rounded the tree and I almost ran into it. It was a huge, hairy creature, very smelly, over six feet in height and dark brown in color. It was NOT a bear. It had an almost human face. The creature spun around and I screamed at the other kids to go back, now, as fast as they could. We ran back to the parking lot of the lake as fast as we could.",2.333,9
2451,1986-05-31,Report 2451: Three-toed print found while cutting firewood,MO,Missouri,37.5562,-90.2488,9yxvd,9yxvdk,9yxvdkf,9yxvdkfudx,1986-05-31,1986,5,31,Spring,Class B,"In May of 1986 my son-in-law and I found a freshly made footprint of something that still haunts me today.  We had been cutting firewood in a mostly remote area about 100 miles south of St Louis, MO.  It had rained hard all night prior to the morning of the sighting and the ground was well saturated.  The print looked almost like a human print except for the size and the number of toes.  The print was 14-1/2"" long, 4-3/4"" wide and was sunk in the ground almost 2"" deep it had to be something that had a lot of weight to it.  It also had three toes of which the inside toe was slightly larger than the other two.  Unfortunately we did not take a picture or  make a cast of it.  I wish I would have at least informed the conversation department about it.",2.333,9
2493,2001-05-12,Report 2493: Family startled by overpowering cries near their rural home,CO,Colorado,38.9,-105.3812,9wvj3,9wvj3c,9wvj3cx,9wvj3cxbbj,2001-05-12,2001,5,12,Spring,Class B,"At approximately 0030 hrs. on May 12, 2001, my children and I heard the worst sound we have ever heard in our lives. We were sitting at our dining room table eating a late-night snack when suddenly this very loud, frightening human/animal-like cry came from about 200 feet from our front door. It lasted approximately seven seconds or so. This sound was like something you would hear in a horror movie. It sent chills up my spine and immediately made me sick to my stomach. My kids and I were extremely frightened and we froze for about a minute or so. We could not move. It was like nothing we've ever heard before in our lives. My husband was gone at work, so it was that much worse. After we got over our initial shock, we ran quickly ran upstairs to my bedroom, where we remained until my husband came home. After reading a report on (the BFRO) page where it describes a rooster/dog sound (SR # 529, August 2000, Park County), it sounded like if you put those two sounds together it would be very close, except 10 times louder.  However, there is really no way to describe it exactly. It was unearthly! We are having a hard time getting over it.",3.333,18
2494,2001-08-11,Report 2494: Bus driver encounters ape like creature during an unscheduled stop,AR,Arkansas,34.787,-91.735,9ynvb,9ynvbs,9ynvbsb,9ynvbsb8gw,2001-08-11,2001,8,11,Fall,Class A,"I was six at the time. my family on a bus coming from memphis ark. to ft.smith ark. sister and I was in back of bus on the long seat so we could sleep. bus driver stopped bus to use the woods. he jump back in bus and said hold on every body there is a big ape out there that almost got me. as the bus started to move my sister and I looked out the back window and saw what I beleive to be big foot crossing the road. at the time I didnt know about big foot so we thought it was a ape that had excape from a carnival. it looked like an ape that we had seen in a carnival once. it took long strides crossing the road and was not leaning over on its hands to walk. it was more like a real big man in a ape costume. the picture til this day is still fresh in my mind. and it wasnt an ape that I have ever seen in zoo,s or carnivals",1.0,4
2509,1999-12-12,Report 2509: Campers get visited in the middle of the night and hear vocalizations.,IA,Iowa,41.48453,-96.01464,9z7sp,9z7sp0,9z7sp0h,9z7sp0h2bs,1999-12-12,1999,12,12,Winter,Class B,"My name is Todd Davis.   Myself and a freind ""Brian J."" went camping at Wilson Island State Park. This park is connected to Desoto Bend National Wildlife Refuge in Iowa. Well here is my account of what happened. It was aproximately 2:55 am when I was awakened by the sound of footsteps in the dry leaves. It circled my tent then stopped directly behind my head. Being half awake I assumed it was my friend Brian getting up to go to the bathroom in the bushes. But then I heard the sound of Brian unzipping his tent and so I realized it wasn' Brian. When I jumped up to go outside of my tent, what ever it was standing behind my tent took off, plowing through the trees heading to the Missouri River, which was about 300 meters from our camp site. Anyway when we both climbed out of our tents, we were afraid, because Brian thought I was walking around his tent trying to scare him. When we realized we were both inside our tents at the same time it gave us a very spooky feeling. I guess what bothered us the most was that we were the only people in the campground. We pondered the possibility of it being a hunter, but why would a hunter be out at 2:55am in a state park? Well, neither one of us saw anything but I have never felt like that before. The whole night we both felt like we were being watched.",4.667,39
2549,1985-08-15,Report 2549: Hairy humanoid biped seen diving into the Great Pee Dee River,SC,South Carolina,36.86345,-79.65835,dnx3e,dnx3eq,dnx3eqf,dnx3eqf91v,1985-08-15,1985,8,15,Summer,Class A,hello my name is xxxxxx born xxxxxx i live in darlington sc in a community near the great pee dee river called mechanicsville i dont remember the exact year but between 1984-1986 me and my father were on a boat cruising very slow in the middle of the river the river was about 80-100 feet wide now let me say what i saw i dont believe to be bigfoot but i am sure it is an unknown animal it was littler than i have heard bigfoot being but it was the size of a big man i we were going up river and i looked to the left and i saw him  now this all happened in about 3 seconds he was crouched down still on his feet with knees bent like he was doing something between his legs on the ground he saw me when i saw him i looked into his face from about 40 feet he had long reddish brown hair all over but around his face was a lot lighter he dove into the water extending his arms just like a diverand he was gone we went to where he was and all there was were smears in the clay i really wish we would have looked more my dad saw him as he was going into the water this is the truth have anyone heard anything like this,2.0,7
2553,1964-08-30,"Report 2553: Bowhunter and wife abandon deer when threatened by large, unseen animal",CO,Colorado,38.90833,-107.575,9wgt2,9wgt25,9wgt254,9wgt25432y,1964-08-30,1964,8,30,Summer,Class B,"I was bow hunting with my wife Joyce.  I pulled off the road and parked my jeep.  It was the middle of the afternoon.  As we were walking up in the timber we kept hearing things behind us.  I knew it was big because of the noises we were hearing.  We would walk and it would start walking and it would stop whenever we did.  I never saw it but we knew it was there. We were walking very softly through the quakies and I saw an ear flicker.  I drew my bow and the deer stood up.  It was a four point buck.  It was about 50 feet in front of us.  When I shot and hit the deer the it fell.  Immediately whatever was behind us let out a loud, shrill, deep-throated, dragged-out chirp. I cannot explain it as I never had and never have since heard anything like it.  I have spent my whole life in the mountains of Colorado and think I have heard just about everything. This was new. It made the hair on the back of my neck stand up.  I knew it wasn't a bear because I know a bear is not capable of that noise. The deer stood up and kept going down the hill to the right.  We followed the deer and the thing behind us kept following, thrashing the brush all the way.  It sounded like it was breaking over trees.  It was ticked off because I shot the deer.  I never saw it because it wouldn't come out of the trees.  We decided to forget about the deer and high-tailed it out of there as fast as we could.  I haven't went back in those trees since.",2.0,7
2558,1991-08-01,Report 2558: Man hears strange late night scream outside Shingletown,CA,California,40.4925,-121.8881,9r1q6,9r1q67,9r1q677,9r1q677vcm,1991-08-01,1991,8,1,Summer,Class B,"Honeymoon trip August 1991. Stopped at roadside rest between Redding, Ca. and Mt. Lassen. Wife felt ill in middle of night, walked her to restroom to throw up. While wife was in restroom I heard local dogs going crazy barking, etc. This barking was silenced by a yell that I've only heard on documentaries about bigfoot, but it is totally different live. After this yell, there was nothing but silence and my poor wife getting sick. I went back to the van and drove back topick up my wife. I told her I was just getting it warm for her, but she seemed to sense my aggitation. I convinced her nothing was wrong and we went back to sleep. I kept it to myself until morning. When I told her she didn't believe me. I saw nothing and smeld nothing, but I have never heard so much noise silenced so quickly.",3.333,18
2566,1985-09-29,Report 2566: College Psychology Teacher observes Bigfoot crossing road.  Animal has covering of leaves and/or palm branches,FL,Florida,29.77535,-82.3657,djm3m,djm3ms,djm3msr,djm3msrjup,1985-09-29,1985,9,29,Fall,Class A,"Alachua County, Florida, around 1985 We lived in the country, with thousands of wild acres around our five acre plot.  While walking on  our paved road in front of our house one morning, I saw a creature cross the road about 250 yards from me.  I am a trained psychologist with a specialty in ready body language and knowing human gait and movement.  This creature moved more like an ape than a human.  He crossed at the small bridge over a flowing creek, and crawled down the side of the bridge into the creek and disappeared.  I ran over and went into the creek, only about a foot deep, to see if I could catch up with him, but there was not a trace. The very strange thing is that he was covered with green material, and it looked like leaves or palm branches from the sable palm.  Have you ever heard of a bigfoot doing this to make himself less visible in the woods?",1.0,4
2589,1998-08-04,"Report 2589: Couple hear loud, reverberating screams, witness a large, bulky man-like figure in the moonlight near Pidgeon Mountain",GA,Georgia,34.66005,-85.4034,dn5m0,dn5m0t,dn5m0te,dn5m0tejkt,1998-08-04,1998,8,4,Summer,Class B,"My girlfriend and I traveled to this area at 11:30 that night to build a campfire and relax from the daily grind. She and I didn't have to work Wednesday, so the late hour didn't matter.  At about 11:30 we found a suitable site, appr.7-8 miles in. There are only a dozen or so clearings for camping on the trail. Our site was on the trail, a clearing big enough to circle my truck around. It had two other trails at the back corners. One didn't go far before growth took over. The other looked like it might be passable, as far as I could tell. At 1 a.m. I was sitting on the tailgate and my girlfriend a few feet away tending the fire. Then we heard a loud high-pitched scream that reverberated through the dense forest. My girlfriend got scared and asked me what it was. I have been an outdoorsman my whole life, hunting, fishing, camping, and studying animals like a religion. I've never heard anything like that scream. I told my girlfriend to be quiet, maybe it would go off again. The moon was high and bright to be not full yet. The trail was lit good, so i looked down the trail and i looked the way we came. In the middle of the trail a large, bulky figure stood! The way the light fell on its features I believe it was facing me from about 30 yards distant. I thought at first it might be a tree or bush, but it had a discernable head, arms, torso, and legs. I went and got my girlfriend, not saying anything to upset her. If it turned out to be a tree, she would be mad for teasing her. I looked and the figure was gone! Back at the fire the 'animal’ behind us screamed same as before, except this time it sounded just inside the forest cover. Before we could react a similar, more distant call came from the forest in front of us. Was this the thing I had seen? I don't know. At that I threw everything in the truck at my girlfriend's panic. I shoveled sand onto the fire while she screamed hurry! I jumped into that truck and hit out a lot faster than we drove in!",1.667,6
2599,1982-06-02,Report 2599: Grays Harbor County Sheriff's Department Offense report/summary,WA,Washington,46.9705,-123.6288,c2254,c2254y,c2254y8,c2254y8qbp,1982-06-02,1982,6,2,Spring,Class A,"On numerous dates listed within the report those witnesses listed above and I had occassion to examine ""unusual"" scenes which, to date, have been undetermined as to the origin of the evidence found. It should be noted that all materials used to process said scenes were supplied by the individuals themselves and the results thereof are retained personally by said individuals. Copies can be made available on some of the evidence, with consent of the owners. The time involved was donated by the individuals as well - Therefore, this report is merely a documentation of facts observed by myself and includes some comments made by those listed. It is not submitted as an official case report ""per-se"". This, the Grays Harbor Sheriff Dept. has been asked, and graciously accepted to act as caretaker of this documentation. On 4-22-82 @ approx. 1609 hrs. I was contacted @ my residence by a private citizen (name witheld @ request) in reference to a number of large tracks found in a fairly secluded area of the eastern portion of Grays Harbor County. The location is known as ""Abbott Hill"" to the local residents and is rarely traveled or visited. It consists of a two year old ""clear cut"" of privately owned timberlands surrounded by second growth timber and a heavily vegetated forest floor. There is presently one road around the clearcut and one dividing the clearcut with short spurs off of each. I was escorted to one of these spurs and was shown two large, what appeared to be footprints with human features in an area along the base of a fire trail. The tracks were obviously made after the rains and before the sun had dried the mud as there were virtually no ""rain pocks"" in the major portion of the track. They were approximately 46"" apart and the toes of each track pointed the same direction. No other tracks were visible in the muddy area or along the grassy edge. A distinct trail could be found leading from the top of a small hill, down hill through 8 foot high Salmonberries, Devils club, Blackberries and other intertwined plants. The plants were either broken over entirely or the tops were broken. The trail measured 36"" across and was approximately 150' long. It ended on the roadway at the point where the aforementioned tracks were observed. I photographed both tracks and made a plaster cast of the left foot. The tracks measured 15 1/2"" long by 6 3/4"" wide @ the longest and widest points. (see attachments for further measurements). At the deepest point into the mud, the track measured 1 1/2"" deep. This plaster cast was retrieved as evidence by me. A hair was removed from between the second & third toes of the left track & sent to the ""Institute of Cryptozoology"", in Tucson, Arizona for analyzation. No results have been obtained @ the time of this writing. More tracks were observed, photographed, measured and processed @ the end of the ""spur"" approximately 1/4 of a mile from the first set of tracks. The longest step @ this location measured 9 feet between steps and only the ball of the foot was distinguishable @ the end of each 9' step. From there a trail of broken vegetation & matted grass went down the hillside into rugged clearcut & drainage. The perimeter road was searched for further sign to no avail. @ the same time I was informed of more tracks located seven miles west of our present location along the Satsop River @ a place called ""Worman's Bar"". Upon investigation I found two seperate sets of tracks together. Both starting from under the water, traveling westerly and ending in hard packed gravel which made tracking difficult @ best. These tracks were photographed & measured by me. The largest was 17"" long by 7 1/2"" wide @ the longest & widest points. The smallest was 15 1/2"" long by 6"" wide @ the longest and widest points. Both sets were made in hard packed river sand and appeared to have been the result of great weight being placed on each foot. The steps measured from 52"" down to 39"". No casts were made of these due to the lack of plaster of paris. Upon return to the scene with the proper casting materials I found only portions of the tracks due to those made by curiosity seekers. On 4-27-82 I was informed by Officer Jim Young of the Oakville Police Dept. of numerous tracks discovered along the Chehalis River in an area known as ""Elma Gate boat launch."" According to Jim, these tracks were followed approximately 1/2 mile upstream. Veryl Hutchinson (Sgt.) and I went to the area where I photographed, measured, and processed the scene. Hutchinson retained the cast of the left foot. The measurement was 15"" long by 61/4"" wide @ the longest & widest of the left track. Further investigation revealed a trail of approximately one mile. Steps measuring from 59"" to 34"". On 5-23-82 I was contacted @ my residence by a pastor of a local church and requested to the Porter Creek area for investigation of large tracks sighted in a fairly secluded area of Capitol Forest. I contacted Mike Behm and we met the Pastor and were escorted to the scene. There were four tracks found in the area, numerous photos were taken of the tracks (slide film) and two casts were made of two tracks. Mike Behm retaining one, I the other. An Aspen tree was scratched in such a way indicating five fingers or like items were used to make marks. The lowest mark was located 72"" from the ground and the highest was located 98"" from the ground. This portion of the tree was removed and is held as evidence. Numerous branches were broken from 8 feet to approx. 11 feet in the trees. A wad of approx. 12 ferns, minus the roots were found @ the creek along with two new growth portions of Aspen branches. A subsequent search of the opposite banks of the creek revealed numerous tracks traveling downstream. The area the tracks were located is a sharp bank, covered with ground salal and devils club. the tracks were followed approx. 1.5 miles and were lost @ the edge of a clearcut. Of the sightings investigated, no two tracks were of the same measurements. The largest distance between the sightings was between the Elma Gate and Abbott Hill, approximately 9 miles. All the sightings indicated something of great weight (600+ pounds) with steps varying from 32"" between to 59"" between (barring the two of 9' between each). At the Porter Creek and Elma Gate scenes there was evidence of obvious foraging. @ all the scenes there was evidence of great height and weight and a lack of tracks to indicate the evidence was placed there as a hoax. Followup is continuing.",2.667,12
2600,1996-05-26,Report 2600: 1996 Memorial Day Weekend Video,WA,Washington,48.95835,-119.7084,c2dye,c2dyeb,c2dyebx,c2dyebx501,1996-05-26,1996,5,26,Spring,Class A,"This event occurred on the Memorial Day weekend in 1996.  There were seven people in our party and we went camping and fishing at a very remote lake in the Pasayton Wilderness (part of the Okanogan National Forest, Okanogan County, Washington State). After fishing all day, we returned to the camp for the evening. In all, there were probaly 100 people along the bank of the lake, camping and fishing as we were.  Quite a few of these people witnessed what we did. I was building a fire between our party’s three campers. One of our friends was playing ‘catch’ with her son and dog. I heard her call out so I went around the campers to where they were playing. She told me that she thought she had just seen a Bigfoot and she showed me where, by pointing to a spot on the hillside where they saw this ‘thing.’ While she was describing what she had seen and where it had come from, this creature stood up behind a bush about 75 yards from us.  The creature just stared at us for a moment before turning and darting into the woods. At this point, many in the campground had joined us, including my wife, who brought the camcorder out of our camper. I told my wife to turn the camcorder ‘on’ and scan the woods on the hillside, thinking that it might show itself again. About 2 to 3 minutes later, it appeared another 100 yards up the side of the mountain, which was very steep and rugged terrain. The creature then proceeded to run across the hillside, between openings in the trees, jump a ravine and continued behind a knoll where it started walking.   As it approached the tree line, its upper body came back into view. My wife recorded about 22 seconds of footage of the overall sighting. I spent several more days there, doing additional research and recording, such as attempting to trace its path, compare my stride to the creature’s, and so on. I have some very interesting video footage of this support data, including what I thought were resting beds underneath some of the trees. Also, my tape has a howl on it as the creature had left our sight. Keep in mind, that I am a novice on this subject of ‘Bigfoot.’ I really did not have any idea originally what to really look for. I did not check for body odors, hairs, or anything like that.",1.0,4
2602,1970-04-14,Report 2602: Loud vocalizations heard near Stevens Pass,WA,Washington,47.7117,-121.1544,c23z7,c23z7j,c23z7jd,c23z7jdhcc,1970-04-14,1970,4,14,Spring,Class B,"I lived at Scenic near Stevens Pass Washington in the 60--70's.  There had been sightings of sasquatch near our home, and at that time my husband and I laughed about that never taking them seriously.  I lived at Scenic about 10 years and enjoyed taking walks by myself with my samoyed dog. That dog would chase bears away, running them up trees. I always felt safe with her around.  One morning, the dog went with my husband to work and I decided to take a walk down to the end of the road towards highway 2. It was a beautiful spring day and the snow still lay in places on the ground.  I can still see and hear this like it was yesterday. I had crossed the small bridge going over the small creek by our place and gotten almost to the end of the road where it meets the highway.  That's when I heard the most god awful sound.  I can still hear it in my mind. The sound was quite close to me. I'm thinking about 1/2 block distance (as the crow flys) and seemed to be coming around the area where the deserted railroad bunkhouses were located across where the depot was located. This animal had huge lungs. The volume was immense. (I'm trying to think of a word for the sound) It started sort of like roar and went to a shrill pitch. Then a pause of about 3 seconds and then the same sound with that shrill pitch, a pause of 3 seconds and another sound. That was it and since I didn't believe in saquatch I wasn't scared of it, ,just curious. I knew all the calls of the animals around our mountains and this wasn't the same. I've tried all these years to figure out what made that noise. I stopped into the forest service office after this happen and asked them if they had ever heard this sound. I was trying to explain it to them as best I could, but they never took me serious. I recieved the same response from my friends that lived in skykomish.  Then after I moved to Spokane some time later I was watching ""Unsolved Mysteries"". They played sounds that sounded very similar and said to myself ""there's the sound or closest to it"".  I thought, ""no one's going to believe this!"" I worked at a hospital in Spokane and one of my indian patients and I got to talking about my experience. She had seen a sasquatch come into her camp as a young girl and chased it away by beating on a drum. She said the most astounding thing she remembered about her experience was the human look in it's eyes. So the native americans have known about them for years. I truly think the sasquatch would be found around that area of Scenic, near Stevens Pass Washington. For 10 years I walked all through those mountains, my small children with me and these sasquatches never bothered us.",1.0,4
